STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
AMOCOOIL,AMOCO OIL COGEN,AMOCO_G3,180,0,180,NG,2/17/21 12:00 AM,2/17/21 5:30 PM,SOUTH HOUSTON GREEN POWER LLC (RE),GALVESTON
LARDVFTN,LAREDO ENERGY CENTER,G4,97,90,7,NG,2/17/21 12:00 AM,2/17/21 9:25 AM,LAREDO LLC (RE),WEBB
LARDVFTN,LAREDO ENERGY CENTER,G5,94,90,4,NG,2/17/21 12:00 AM,2/17/21 9:25 AM,LAREDO LLC (RE),WEBB
,,,,,,,2/17/21 12:00 AM,2/22/21 11:59 PM,,
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,70,33,WIND,2/17/21 12:01 AM,2/17/21 3:05 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,70,33,WIND,2/17/21 12:01 AM,2/17/21 3:05 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
HAYSEN,HAYS ENERGY,HAYSENG2,240,0,240,NG,2/17/21 12:20 AM,2/17/21 5:00 AM,HAYS ENERGY LLC (RE),HAYS
NUECES_B,NUECES BAY,NUECESG7,325,325,0,NG,2/17/21 12:28 AM,2/17/21 12:30 PM,NUECES BAY LLC (RE),NUECES
NUECES_B,NUECES BAY,NUECESG8,165,165,0,NG,2/17/21 12:28 AM,2/17/21 12:30 PM,NUECES BAY LLC (RE),NUECES
NUECES_B,NUECES BAY,NUECESG9,165,165,0,NG,2/17/21 12:28 AM,2/17/21 12:30 PM,NUECES BAY LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,325,0,NG,2/17/21 12:31 AM,2/17/21 2:24 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/17/21 12:31 AM,2/17/21 2:24 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,165,0,NG,2/17/21 12:31 AM,2/17/21 2:24 AM,BARNEY DAVIS LLC (RE),NUECES
CBECII,COLORADO BEND II,STG9,491,458,33,NG,2/17/21 12:35 AM,2/20/21 2:00 PM,COLORADO BEND II POWER LLC (RE),WHARTON
CRANELL,CRANELL WIND,UNIT1,220,160,60,WIND,2/17/21 1:03 AM,2/17/21 4:12 AM,CRANELL WIND FARM LLC (RE),REFUGIO
PSG,PASGEN,PSG_ST2,169,85,84,NG,2/17/21 1:09 AM,2/17/21 4:31 AM,CALPINE CORP (RE),HARRIS
MIL,MILLER,MILLERG5,115,0,115,NG,2/17/21 1:10 AM,2/17/21 6:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
BBREEZE,BRUENNINGS BREEZE,UNIT1,120,80,40,WIND,2/17/21 1:11 AM,2/17/21 12:00 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BBREEZE,BRUENNINGS BREEZE,UNIT2,108,45,63,WIND,2/17/21 1:11 AM,2/17/21 12:00 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
COTPLNS,COTTON PLAINS WIND,OLDSETLR,151,15,136,WIND,2/17/21 1:30 AM,2/17/21 11:59 PM,OLD SETTLER WIND LLC (RE),FLOYD
BRAUNIG,BRAUNIG,VHB6CT8,47,37,10,NG,2/17/21 1:50 AM,2/18/21 8:58 AM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,VHB2,230,170,60,NG,2/17/21 1:59 AM,2/17/21 9:22 AM,CPS ENERGY (RE),BEXAR
,,,,,,,2/17/21 1:59 AM,2/17/21 11:59 PM,,
SHANNONW,SHANNON WIND PROJECT,UNIT_1,204,10,194,WIND,2/17/21 2:12 AM,2/17/21 1:30 PM,SHANNON WIND LLC (RE),CLAY
DECKER,DECKER POWER PLANT,DPGT_3,54,25,29,NG,2/17/21 2:19 AM,2/18/21 8:47 AM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
DERMOTT,DERMOTT WIND,UNIT1,127,2,125,WIND,2/17/21 2:22 AM,2/18/21 7:30 AM,DERMOTT WIND LLC (RE),SCURRY
DERMOTT,DERMOTT WIND,UNIT2,127,3,124,WIND,2/17/21 2:22 AM,2/18/21 7:30 AM,DERMOTT WIND LLC (RE),SCURRY
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,215,110,NG,2/17/21 2:24 AM,2/17/21 4:26 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,150,15,NG,2/17/21 2:24 AM,2/17/21 4:26 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,150,15,NG,2/17/21 2:24 AM,2/17/21 4:26 AM,BARNEY DAVIS LLC (RE),NUECES
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT1,169,0,169,WIND,2/17/21 2:30 AM,2/18/21 6:55 AM,SAGE DRAW WIND LLC (RE),LYNN
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT2,169,0,169,WIND,2/17/21 2:30 AM,2/18/21 6:55 AM,SAGE DRAW WIND LLC (RE),LYNN
FORMOSA,FORMOSA,FORMOSG2,90,0,90,NG,2/17/21 2:32 AM,2/17/21 4:42 AM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
TAHOKA,TAHOKA WIND,UNIT_1,150,5,145,WIND,2/17/21 2:42 AM,2/17/21 7:48 AM,TAHOKA WIND LLC (RE),LYNN
TAHOKA,TAHOKA WIND,UNIT_2,150,5,145,WIND,2/17/21 2:42 AM,2/17/21 7:48 AM,TAHOKA WIND LLC (RE),LYNN
CEDROHIL,Cedro Hill Wind Farm,CHW1,75,0,75,WIND,2/17/21 2:56 AM,2/17/21 10:41 AM,CEDRO HILL WIND LLC (RE),WEBB
DOWGEN,DOW,DOW_G37,66,0,66,NG,2/17/21 3:02 AM,2/21/21 2:00 PM,BLUE CUBE OPERATIONS LLC (RE),BRAZORIA
COTPLNS,COTTON PLAINS WIND,COTTONPL,50,5,45,WIND,2/17/21 3:05 AM,2/17/21 11:26 PM,COTTON PLAINS WIND I LLC (RE),FLOYD
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,30,73,WIND,2/17/21 3:05 AM,2/17/21 3:55 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,30,73,WIND,2/17/21 3:05 AM,2/17/21 3:55 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
INDNENR,INDIAN MESA ENRON,INDNENR,66,28,38,WIND,2/17/21 3:07 AM,2/17/21 9:15 AM,DESERT SKY WIND FARM LLC (RE),PECOS
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,30,70,WIND,2/17/21 3:07 AM,2/17/21 3:43 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
INDNENR,INDIAN MESA ENRON,INDNENR_2,66,6,60,WIND,2/17/21 3:13 AM,2/17/21 3:14 AM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,INDNENR_2,66,28,38,WIND,2/17/21 3:14 AM,2/17/21 9:15 AM,DESERT SKY WIND FARM LLC (RE),PECOS
LV1,LOS VIENTOS WINDPOWER,LV1A,200,30,170,WIND,2/17/21 3:36 AM,2/17/21 4:01 AM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
RTS2,RTS2 WIND PROJECT,U1,90,10,80,WIND,2/17/21 3:45 AM,2/18/21 12:25 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
RTS2,RTS2 WIND PROJECT,U2,90,10,80,WIND,2/17/21 3:45 AM,2/18/21 12:25 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,10,90,WIND,2/17/21 3:47 AM,2/17/21 5:48 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,10,93,WIND,2/17/21 3:55 AM,2/17/21 9:54 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,10,93,WIND,2/17/21 3:55 AM,2/17/21 9:54 AM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
SHAFFER,SHAFFER,UNIT1,226,5,221,WIND,2/17/21 4:00 AM,2/17/21 9:24 AM,PATRIOT WIND FARM LLC (RE),NUECES
LV1,LOS VIENTOS WINDPOWER,LV1A,200,9,191,WIND,2/17/21 4:01 AM,2/17/21 4:11 AM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,10,92,WIND,2/17/21 4:05 AM,2/17/21 4:58 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
JCKCNTY2,JACK COUNTY 2 PLANT,CT3,165,0,165,NG,2/17/21 4:07 AM,2/18/21 7:30 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JCKCNTY2,JACK COUNTY 2 PLANT,CT4,165,0,165,NG,2/17/21 4:07 AM,2/18/21 7:30 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JCKCNTY2,JACK COUNTY 2 PLANT,ST2,310,0,310,NG,2/17/21 4:07 AM,2/18/21 7:30 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
PENA,PENASCAL WIND POWER,UNIT2,142,5,137,WIND,2/17/21 4:07 AM,2/17/21 4:25 AM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
LV1,LOS VIENTOS WINDPOWER,LV1A,200,9,191,WIND,2/17/21 4:11 AM,2/17/21 10:25 AM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
PENA,PENASCAL WIND POWER,UNIT1,161,5,156,WIND,2/17/21 4:11 AM,2/17/21 4:22 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,164,3,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,249,61,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,166,4,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,166,7,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,187,123,NG,2/17/21 4:12 AM,2/17/21 4:18 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
CRANELL,CRANELL WIND,UNIT1,220,10,210,WIND,2/17/21 4:13 AM,2/17/21 9:07 AM,CRANELL WIND FARM LLC (RE),REFUGIO
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,167,0,NG,2/17/21 4:18 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,164,0,NG,2/17/21 4:18 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,249,61,NG,2/17/21 4:18 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,170,0,NG,2/17/21 4:18 AM,2/18/21 11:38 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,173,0,NG,2/17/21 4:18 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,187,123,NG,2/17/21 4:18 AM,2/18/21 11:38 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,35,66,WIND,2/17/21 4:21 AM,2/17/21 5:49 AM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
PENA,PENASCAL WIND POWER,UNIT1,161,5,156,WIND,2/17/21 4:22 AM,2/17/21 6:07 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
PENA,PENASCAL WIND POWER,UNIT2,142,5,137,WIND,2/17/21 4:25 AM,2/17/21 4:36 AM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,0,325,NG,2/17/21 4:26 AM,2/17/21 4:27 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,0,165,NG,2/17/21 4:26 AM,2/17/21 4:27 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,0,165,NG,2/17/21 4:26 AM,2/17/21 4:27 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,0,325,NG,2/17/21 4:27 AM,2/17/21 11:49 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,0,165,NG,2/17/21 4:27 AM,2/17/21 11:49 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,0,165,NG,2/17/21 4:27 AM,2/17/21 11:49 PM,BARNEY DAVIS LLC (RE),NUECES
PENA,PENASCAL WIND POWER,UNIT2,142,5,137,WIND,2/17/21 4:36 AM,2/17/21 6:10 AM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
REDFISH,MAGIC VALLEY I,MV1A,100,94,6,WIND,2/17/21 4:36 AM,2/17/21 4:37 AM,MAGIC VALLEY WIND FARM I LLC (RE),WILLACY
REDFISH,MAGIC VALLEY I,MV1A,100,75,25,WIND,2/17/21 4:37 AM,2/17/21 1:45 PM,MAGIC VALLEY WIND FARM I LLC (RE),WILLACY
REDFISH,MAGIC VALLEY I,MV1B,104,75,29,WIND,2/17/21 4:37 AM,2/17/21 1:45 PM,MAGIC VALLEY WIND FARM I LLC (RE),WILLACY
LEG,LIMESTONE PLANT,LEG_G1,824,562,262,COAL,2/17/21 4:40 AM,2/20/21 6:17 AM,NRG TEXAS POWER LLC (RE),LIMESTONE
SJS,SAN JACINTO STEAM,SJS_G2,87,0,87,NG,2/17/21 4:43 AM,2/19/21 10:30 PM,NRG TEXAS POWER LLC (RE),HARRIS
WHCCS2,WOLF HOLLOW II,STG6,485,248,237,NG,2/17/21 4:51 AM,2/18/21 1:30 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,5,95,WIND,2/17/21 4:55 AM,2/17/21 5:28 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,5,97,WIND,2/17/21 4:58 AM,2/17/21 5:55 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
WIPOPA,WINCHESTER POWER PARK,WPP_G3,46,37,9,NG,2/17/21 5:00 AM,2/17/21 10:00 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,60,60,WIND,2/17/21 5:05 AM,2/17/21 7:04 AM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,5,95,WIND,2/17/21 5:28 AM,2/17/21 5:43 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
MIDWIND,MIDWIND SUBSTATION,UNIT1,163,15,148,WIND,2/17/21 5:31 AM,2/18/21 8:15 AM,MIDWAY WIND LLC (RE),SAN PATRICIO
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,5,95,WIND,2/17/21 5:43 AM,2/17/21 6:54 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,5,95,WIND,2/17/21 5:49 AM,2/17/21 9:24 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,5,96,WIND,2/17/21 5:49 AM,2/17/21 10:48 AM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,5,97,WIND,2/17/21 5:55 AM,2/17/21 6:57 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
MIL,MILLER,MILLERG5,115,100,15,NG,2/17/21 6:00 AM,2/17/21 6:01 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
MIL,MILLER,MILLERG5,115,0,115,NG,2/17/21 6:01 AM,2/17/21 4:12 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
PENA,PENASCAL WIND POWER,UNIT1,161,5,156,WIND,2/17/21 6:07 AM,2/17/21 8:19 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
PENA,PENASCAL WIND POWER,UNIT2,142,5,137,WIND,2/17/21 6:10 AM,2/17/21 9:47 AM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
DANSBY,BRYN_DANSBY,DANSBYG2,48,39,9,NG,2/17/21 6:13 AM,2/19/21 5:57 PM,BRYAN TEXAS UTILITIES (RE),BRAZOS
HLSES,HANDLEY SES,UNIT3,395,325,70,NG,2/17/21 6:44 AM,2/17/21 9:00 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
SRWE1,STEPHENS RANCH WIND ENERGY PROJECT PHASE 1,UNIT1,211,0,211,WIND,2/17/21 6:48 AM,2/17/21 5:23 PM,STEPHENS RANCH WIND ENERGY LLC (RE),BORDEN
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,5,95,WIND,2/17/21 6:54 AM,2/17/21 9:24 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,5,97,WIND,2/17/21 6:57 AM,2/17/21 9:24 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,60,60,WIND,2/17/21 7:04 AM,2/17/21 3:04 PM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
PB2SES,PERMIAN BASIN 2 SES,CT2,76,0,76,NG,2/17/21 7:09 AM,2/17/21 4:43 PM,LUMINANT GENERATION COMPANY LLC (RE),WARD
TAHOKA,TAHOKA WIND,UNIT_1,150,15,135,WIND,2/17/21 7:49 AM,2/18/21 6:55 AM,TAHOKA WIND LLC (RE),LYNN
TAHOKA,TAHOKA WIND,UNIT_2,150,15,135,WIND,2/17/21 7:49 AM,2/18/21 6:55 AM,TAHOKA WIND LLC (RE),LYNN
WIPOPA,WINCHESTER POWER PARK,WPP_G1,46,0,46,NG,2/17/21 8:00 AM,2/17/21 8:38 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
CBY,CEDAR BAYOU PLANT,CBY_G2,749,0,749,NG,2/17/21 8:09 AM,2/17/21 11:22 AM,NRG TEXAS POWER LLC (RE),CHAMBERS
HORSECRK,HORSE CREEK WIND,UNIT1,131,0,131,WIND,2/17/21 8:18 AM,2/17/21 11:39 AM,HORSE CREEK WIND LLC (RE),HASKELL
HORSECRK,HORSE CREEK WIND,UNIT2,99,0,99,WIND,2/17/21 8:18 AM,2/17/21 11:39 AM,HORSE CREEK WIND LLC (RE),HASKELL
PENA,PENASCAL WIND POWER,UNIT1,161,31,130,WIND,2/17/21 8:20 AM,2/17/21 10:39 AM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
DIGBY,DIGBY SUBSTATION,UNIT1,99,10,89,WIND,2/17/21 8:30 AM,2/17/21 12:46 PM,ELECTRA WIND LLC (RE),WILBARGER
DIGBY,DIGBY SUBSTATION,UNIT2,131,10,121,WIND,2/17/21 8:30 AM,2/17/21 12:46 PM,ELECTRA WIND LLC (RE),WILBARGER
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_2,200,0,200,NG,2/17/21 8:35 AM,2/17/21 8:37 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_1,56,0,56,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_2,56,0,56,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_3,56,0,56,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_1,200,121,79,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_2,200,0,200,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_3,200,121,79,NG,2/17/21 8:37 AM,2/17/21 8:38 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_1,56,0,56,NG,2/17/21 8:38 AM,2/17/21 8:39 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_2,56,0,56,NG,2/17/21 8:38 AM,2/17/21 8:39 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_3,56,0,56,NG,2/17/21 8:38 AM,2/17/21 8:39 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_1,200,121,79,NG,2/17/21 8:38 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_2,200,0,200,NG,2/17/21 8:38 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_3,200,121,79,NG,2/17/21 8:38 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
WIPOPA,WINCHESTER POWER PARK,WPP_G1,46,0,46,NG,2/17/21 8:38 AM,2/17/21 9:52 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_1,56,25,31,NG,2/17/21 8:39 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_2,56,25,31,NG,2/17/21 8:39 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_3,56,25,31,NG,2/17/21 8:39 AM,2/17/21 12:02 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
GRSES,GRAHAM SES,UNIT1,234,50,184,NG,2/17/21 9:00 AM,2/17/21 1:18 PM,LUMINANT GENERATION COMPANY LLC (RE),YOUNG
GRSES,GRAHAM SES,UNIT2,390,175,215,NG,2/17/21 9:00 AM,2/17/21 1:00 PM,LUMINANT GENERATION COMPANY LLC (RE),YOUNG
SCSES,STRYKER CREEK SES,UNIT1A,167,55,112,NG,2/17/21 9:00 AM,2/18/21 9:00 AM,LUMINANT GENERATION COMPANY LLC (RE),CHEROKEE
SCSES,STRYKER CREEK SES,UNIT2,502,270,232,NG,2/17/21 9:00 AM,2/18/21 9:00 AM,LUMINANT GENERATION COMPANY LLC (RE),CHEROKEE
TRSES,TRINIDAD SES,UNIT6,235,50,185,NG,2/17/21 9:00 AM,2/18/21 9:00 AM,LUMINANT GENERATION COMPANY LLC (RE),HENDERSON
HLSES,HANDLEY SES,UNIT3,395,50,345,NG,2/17/21 9:01 AM,2/17/21 7:00 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
HLSES,HANDLEY SES,UNIT4,435,120,315,NG,2/17/21 9:01 AM,2/18/21 2:15 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
CRANELL,CRANELL WIND,UNIT1,220,150,70,WIND,2/17/21 9:08 AM,2/17/21 12:45 PM,CRANELL WIND FARM LLC (RE),REFUGIO
INDNENR,INDIAN MESA ENRON,INDNENR,66,6,60,WIND,2/17/21 9:16 AM,2/17/21 6:40 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,INDNENR_2,66,6,60,WIND,2/17/21 9:16 AM,2/17/21 6:40 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,UNIT_2B,15,6,9,WIND,2/17/21 9:16 AM,2/17/21 6:40 PM,DESERT SKY WIND FARM LLC (RE),PECOS
BRAUNIG,BRAUNIG,VHB2,230,220,10,NG,2/17/21 9:23 AM,2/17/21 10:15 AM,CPS ENERGY (RE),BEXAR
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,40,60,WIND,2/17/21 9:25 AM,2/17/21 6:00 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,50,52,WIND,2/17/21 9:25 AM,2/17/21 2:31 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,49,51,WIND,2/17/21 9:25 AM,2/17/21 11:04 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
SHAFFER,SHAFFER,UNIT1,226,85,141,WIND,2/17/21 9:25 AM,2/17/21 10:57 AM,PATRIOT WIND FARM LLC (RE),NUECES
WAP,WA PARISH,WAP_G2,169,104,65,NG,2/17/21 9:25 AM,2/21/21 11:59 PM,NRG TEXAS POWER LLC (RE),FORT BEND
LOCKETT,LOCKETT WIND,UNIT1,184,10,174,WIND,2/17/21 9:30 AM,2/17/21 12:00 PM,LOCKETT WINDFARM LLC (RE),WILBARGER
TKWSW1,ROSCOE WIND FARM,ROSCOE,114,0,114,WIND,2/17/21 9:30 AM,2/17/21 9:31 AM,ROSCOE WIND FARM LLC (RE),MITCHELL
TKWSW1,ROSCOE WIND FARM,ROSCOE2A,95,6,89,WIND,2/17/21 9:30 AM,2/17/21 9:31 AM,ROSCOE WIND FARM LLC (RE),MITCHELL
